,Company,Location,Salary,Search City,Summary,Title
930,        National Renewable Energy Laboratory,"Golden, CO",,Denver,The Visualization and Analysis group in NREL’s Computational Science Center has an immediate opening for a Postdoctoral Computational Scientist to pursue a...,Postdoctoral Researcher - Scientific Visualization
931,        Ball Aerospace,"Boulder, CO",,Denver,"Provide financial solutions to enable the company to manage and project budgets, rates, financial forecasts, and financial reporting....",Analyst III-Financial Planning & Analysis (659810)
932,        JLL,"Denver, CO",,Denver,Attend all relevant sales or business team meetings and actively contribute local or national research insights....,GIS / Research Analyst
933,        UCAR,"Boulder, CO",,Denver,Ocean Modeling Project Scientist I/II. Ability to work on a team of NCAR and non-NCAR scientists and software engineers....,Ocean Modeling Project Scientist I/II
934,        Ball Aerospace,"Westminster, CO",,Denver,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....",Senior Antenna (Low Observable) Design Engineer (659111)
935,        KPMG,"Denver, CO 80202 (Lodo area)",,Denver,"Machine learning, data visualization, statistical modeling, data mining, or information retrieval. Eight years of professional experience working as a Data...",Manager - Data Scientist
936,        Leidos,"Englewood, CO",,Denver,"Leidos is a global science and technology solutions leader working to solve the world's toughest challenges in the defense, intelligence, homeland security,...",Senior Technical Research Analyst
937,    Atara Biotherapeutics,"Aurora, CO",,Denver,Bachelor’s Degree in a relevant scientific discipline. We are a four year-old clinical stage publicly traded ( NASDAQ exchange symbol ATRA ) biopharmaceutical...,"Research Associate, Cell Therapy Assay Development"
938,        UCAR,"Boulder, CO",,Denver,"In addition to the requirements at the Project Scientist I level, the Project Scientist II requirements are:....",Land Ice Modeling Project Scientist I/II
939,    10Roof Technology,"Denver, CO","$105,000 a year",Denver,"Data Scientist, and a UI Developer. Familiar with applications and programming languages commonly used in advanced analytics and machine learning;...","Big Data Developer (Spark, Hadoop, Hive)"
940,        Markit,"Boulder, CO",,Denver,"Use data mining, machine learning, and other techniques to identify and interpret trends or patterns from complex financial data....","Data Scientist, Markit Digital"
941,    xentity corporation,"Golden, CO",,Denver,"But you want to do it on actual interesting problems and be mentored by true data scientists, computer scientists, geospatial architects, agile project managers...",Data Science Analyst (Intern)
942,        Charter Communications,"Greenwood Village, CO",,Denver,"Responsible for data and decision discovery, development of analytics data set assets, modeling, and delivering big data operational analytics solutions....","Director, Advanced Analytics"
943,        CoBank,"Denver, CO",,Denver,"We also provide competitive compensation, health and wellness benefits, company-funded retirement plan, matching 401(k), and professional development programs....",Senior Quantitative Risk Analyst
944,        University of Colorado,"Boulder, CO",,Denver,"Scientists to convert text or binary data into NetCDF4 format, and convert text. Work directly with scientists and technicians; Earth Data Initiative....",Professional Research Asst
945,        UCAR,"Boulder, CO",,Denver,"Provides input/makes recommendations for project leaders’ decisions in areas such as project design, major purchases, and new hires....",Project Scientist I - Inverse Modeling
946,    xentity corporation,"Denver, CO",,Denver,"We are looking for GIS-specific data analysts, data wranglers, data scientists with excellent leadership, technical, and subject matter expertise qualities....",GIS Data Systems Analysts
947,    Colorado Department of Human Services,"Denver, CO","$4,149 - $6,073 a month",Denver,Developing data edits to ensure data integrity; Work experience in the occupational field or specialized subject area directly related to the assignment that...,CO Residents Only-Statistical Analyst I - Office of Research...
948,        Ball Aerospace,"Westminster, CO",,Denver,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....",AMC Paint Technician III (659790)
949,    Knight Piesold Consulting,"Denver, CO",,Denver,Education/Experience - Bachelor of science degree in earth sciences or related subject with MSc or PhD in hydrogeology or relevant discipline with more than 10...,Senior Mining Hydrogeologist
950,        Hitachi Data Systems,"Englewood, CO 80112",,Denver,"HDS provides customers innovative cloud or premise-based data storage, processing, protection, and analytics capabilities to meet their growing data and...",HR Intern
951,    Lauren Enterprises,"Denver, CO 80226","$35,000 a year",Denver,"Looking for a Food Scientist:. Laboratory experience that includes product formulation for soaps, cleansers, health foods, or related fields....",Food Scientist: Chemistry & Formulations
952,        KBI Biopharma,"Boulder, CO",,Denver,"May lead either the upstream or downstream portion of development, process characterization, and/or technology transfer programs, acting as subject matter...",PD Scientist II-DSP #230
953,"    Habitat Management, Inc.","Englewood, CO 80112","$38,500 a year",Denver,"Assist scientists and project managers with a variety of clerical tasks. Manage Health and Safety compliance, report safety statistics as required....",Administrative Assistant
954,"    Goldstone Partners, Inc.","Boulder, CO",,Denver,"Working with business analysts, application developers, and data scientists to implement solutions using agile methodologies....",Data Engineer
955,        National Renewable Energy Laboratory,"Golden, CO",,Denver,"Impacts from alternative fuel vehicle technologies and their supporting infrastructure (such as electrified vehicles/charging infrastructure, fuel cell vehicles...",Internship (Year Round)-Transportation Data and Advanced Veh...
956,    Pacific Metrics,"Lakewood, CO",,Denver,"Under the direct supervision of the Director of Machine Scoring, the Research Associate is responsible for supporting work related to automated scoring of...",Research Associate
957,        Archer,"Boulder, CO",,Denver,"Excellent communication skills and ability to work with scientists, software engineers and collaborators. Experience with next-gen sequencing data analysis a...",Software Engineer (ADX0044)
958,    Scaled Agile,"Boulder, CO 80305 (Central Boulder area)",,Denver,"You will synthesize insights through the vast amount of data captured by Scaled Agile, Google Analytics, Quickbooks, YM, Salesforce other systems to develop...",Data Scientist
959,        Novella Clinical,"Boulder, CO",,Denver,"Input to project timelines, and ensure that project timelines are met for both. ICH, and FDA guidelines and regulations applicable to conduct clinical....",Sr. Statistical Programmer
